1500,0.712812,77.66
3000,0.64958405,154.644
4500,0.7014975,234.108
6000,0.68635607,316.135
7500,0.7364393,402.228
9000,0.74009985,452.631
10500,0.7252912,581.241
12000,0.7,660.631
13500,0.66505826,705.616
15000,0.65291184,754.973
16500,0.653411,888.498
18000,0.7251248,1078.178
