5,0.5823627,1.766
10,0.6028286,3.512
15,0.55557406,5.262
20,0.70615643,6.852
25,0.68668884,8.927
30,0.72063226,10.277
35,0.74592346,12.333
40,0.772213,14.117
45,0.7800333,15.558
50,0.7876872,17.405
55,0.7888519,19.7
60,0.78469217,20.743
65,0.78985023,23.103
70,0.7951747,25.036
75,0.7911814,27.431
80,0.79384357,28.114
85,0.79234606,29.709
90,0.7905158,32.626
95,0.7936772,31.589
100,0.80049914,35.307
105,0.7921797,37.212
110,0.7945092,39.165
115,0.79966724,40.67
120,0.79900163,43.52
125,0.793178,44.406
130,0.7916805,43.751
135,0.79434276,49.631
140,0.7920133,52.322
145,0.7951747,52.241
150,0.7951747,47.901
155,0.7973378,56.216
160,0.7936772,57.095
165,0.7890183,60.153
170,0.78851914,56.82
175,0.79134774,56.764
180,0.79184693,58.746
185,0.79484195,64.639
190,0.79484195,42.955
195,0.79584026,70.493
200,0.79284525,74.896
205,0.7998336,74.684
210,0.7965058,80.082
215,0.79567385,83.274
220,0.7973378,84.047
225,0.7983361,80.785
230,0.7863561,83.198
235,0.7893511,83.843
240,0.79484195,86.464
245,0.7945092,79.073
250,0.793178,79.053
255,0.78951746,83.285
260,0.787188,82.204
265,0.797005,75.703
270,0.7965058,70.476
275,0.7936772,92.587
280,0.7980033,89.039
285,0.79767054,91.272
290,0.79101497,98.059
295,0.78702164,96.274
300,0.7838602,95.467
