0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
2.100000000000000000e+01,5.683333333333333570e+01,5.675000000000000000e+01
2.200000000000000000e+01,5.633333333333333570e+01,5.593333333333333002e+01
2.300000000000000000e+01,5.670000000000000284e+01,5.666666666666666430e+01
2.400000000000000000e+01,5.731666666666666998e+01,5.685000000000000142e+01
2.500000000000000000e+01,5.670000000000000284e+01,5.646666666666666856e+01
2.600000000000000000e+01,5.689999999999999858e+01,5.691666666666666430e+01
2.700000000000000000e+01,5.658333333333333570e+01,5.643333333333333002e+01
2.800000000000000000e+01,5.658333333333333570e+01,5.693333333333333002e+01
2.900000000000000000e+01,5.623333333333333428e+01,5.610000000000000142e+01
3.000000000000000000e+01,5.563333333333333286e+01,5.561666666666666714e+01
3.100000000000000000e+01,5.600000000000000000e+01,5.618333333333333002e+01
3.200000000000000000e+01,5.533333333333333570e+01,5.554999999999999716e+01
3.300000000000000000e+01,5.513333333333333286e+01,5.528333333333333144e+01
3.400000000000000000e+01,5.550000000000000000e+01,5.566666666666666430e+01
3.500000000000000000e+01,5.521666666666666856e+01,5.513333333333333286e+01
3.600000000000000000e+01,5.528333333333333144e+01,5.538333333333333286e+01
3.700000000000000000e+01,5.536666666666666714e+01,5.546666666666666856e+01
3.800000000000000000e+01,5.521666666666666856e+01,5.551666666666666572e+01
3.900000000000000000e+01,5.491666666666666430e+01,5.510000000000000142e+01
4.000000000000000000e+01,5.493333333333333002e+01,5.521666666666666856e+01
