0.0000,50.00,70.00,90.00,110.00,130.00,150.00,170.00,190.00,210.00,230.00,250.00,270.00,290.00,310.00,330.00,350.00,370.00,390.00,410.00,430.00,450.00,470.00,490.00,510.00,530.00
0.0001,63.42,62.83,63.02,63.67,64.33,63.70,64.57,63.80,63.63,63.58,63.80,64.20,63.68,63.43,63.82,64.08,63.52,64.22,64.40,64.37,63.73,64.02,63.72,64.33,63.65
0.0006,56.32,56.32,56.32,56.30,56.32,56.30,56.30,56.30,56.32,56.32,56.30,56.30,56.32,56.32,56.30,56.30,56.30,56.32,56.30,56.32,56.30,56.30,56.32,56.32,56.30
0.0011,54.20,54.20,54.20,54.20,54.20,54.20,54.20,54.20,54.20,54.20,54.20,54.20,54.20,54.20,54.20,54.20,54.20,54.20,54.20,54.20,54.20,54.20,54.20,54.20,54.20
0.0016,51.58,51.58,51.58,51.58,51.58,51.58,51.58,51.58,51.58,51.58,51.58,51.58,51.58,51.58,51.58,51.58,51.58,51.58,51.58,51.58,51.58,51.58,51.58,51.58,51.58
