0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,5.516666666666666430e+01,5.516666666666666430e+01
2.000000000000000000e+00,5.513333333333333286e+01,5.523333333333333428e+01
3.000000000000000000e+00,5.554999999999999716e+01,5.546666666666666856e+01
4.000000000000000000e+00,5.500000000000000000e+01,5.478333333333333144e+01
5.000000000000000000e+00,5.439999999999999858e+01,5.426666666666666572e+01
6.000000000000000000e+00,5.423333333333333428e+01,5.439999999999999858e+01
7.000000000000000000e+00,5.485000000000000142e+01,5.471666666666666856e+01
8.000000000000000000e+00,5.529999999999999716e+01,5.561666666666666714e+01
9.000000000000000000e+00,5.573333333333333428e+01,5.546666666666666856e+01
1.000000000000000000e+01,5.541666666666666430e+01,5.518333333333333002e+01
1.100000000000000000e+01,5.510000000000000142e+01,5.498333333333333428e+01
1.200000000000000000e+01,5.495000000000000284e+01,5.491666666666666430e+01
1.300000000000000000e+01,5.566666666666666430e+01,5.564999999999999858e+01
1.400000000000000000e+01,5.558333333333333570e+01,5.591666666666666430e+01
1.500000000000000000e+01,5.695000000000000284e+01,5.693333333333333002e+01
1.600000000000000000e+01,5.638333333333333286e+01,5.633333333333333570e+01
1.700000000000000000e+01,5.710000000000000142e+01,5.720000000000000284e+01
1.800000000000000000e+01,5.653333333333333144e+01,5.631666666666666998e+01
1.900000000000000000e+01,5.668333333333333002e+01,5.656666666666666998e+01
2.000000000000000000e+01,5.613333333333333286e+01,5.588333333333333286e+01
