0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
1.100000000000000000e+01,6.756666666666666288e+01,6.776666666666666572e+01
1.200000000000000000e+01,6.821666666666666856e+01,6.859999999999999432e+01
1.300000000000000000e+01,6.751666666666666572e+01,6.778333333333333144e+01
1.400000000000000000e+01,6.829999999999999716e+01,6.841666666666667140e+01
1.500000000000000000e+01,6.784999999999999432e+01,6.791666666666667140e+01
1.600000000000000000e+01,6.826666666666666572e+01,6.826666666666666572e+01
1.700000000000000000e+01,6.763333333333333997e+01,6.781666666666666288e+01
1.800000000000000000e+01,6.781666666666666288e+01,6.834999999999999432e+01
1.900000000000000000e+01,6.733333333333332860e+01,6.743333333333333712e+01
2.000000000000000000e+01,6.838333333333333997e+01,6.848333333333333428e+01
