0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00
1.000000000000000000e+00,6.648333333333333428e+01,6.648333333333333428e+01
2.000000000000000000e+00,6.490000000000000568e+01,6.506666666666666288e+01
3.000000000000000000e+00,6.959999999999999432e+01,6.959999999999999432e+01
4.000000000000000000e+00,6.684999999999999432e+01,6.743333333333333712e+01
5.000000000000000000e+00,6.715000000000000568e+01,6.773333333333333428e+01
6.000000000000000000e+00,6.750000000000000000e+01,6.796666666666666856e+01
7.000000000000000000e+00,6.765000000000000568e+01,6.811666666666666003e+01
8.000000000000000000e+00,6.775000000000000000e+01,6.811666666666666003e+01
9.000000000000000000e+00,6.745000000000000284e+01,6.803333333333333144e+01
1.000000000000000000e+01,6.800000000000000000e+01,6.859999999999999432e+01
1.100000000000000000e+01,6.756666666666666288e+01,6.801666666666666572e+01
1.200000000000000000e+01,6.821666666666666856e+01,6.873333333333333428e+01
1.300000000000000000e+01,6.751666666666666572e+01,6.816666666666667140e+01
1.400000000000000000e+01,6.829999999999999716e+01,6.853333333333333144e+01
1.500000000000000000e+01,6.784999999999999432e+01,6.826666666666666572e+01
1.600000000000000000e+01,6.826666666666666572e+01,6.836666666666666003e+01
1.700000000000000000e+01,6.763333333333333997e+01,6.826666666666666572e+01
1.800000000000000000e+01,6.781666666666666288e+01,6.828333333333333144e+01
1.900000000000000000e+01,6.733333333333332860e+01,6.791666666666667140e+01
2.000000000000000000e+01,6.838333333333333997e+01,6.859999999999999432e+01
